finding_id,track,source_record_id,source_file,journal_volume_issue_year,article_title,author,community_group,page_locator,printed_page_number,supporting_excerpt,source_access,evidence_type,exact_factual_observation,what_source_establishes,what_source_does_not_establish,author_interpretation,alternative_interpretation,response_process,outcome,transferability,article_gap_status,likely_article_destination,confidence,external_verification_needed,notes
F-099,Track A supported household exit,M-0732,010-review-of-nightwatch-an-inquiry-into-solitude-alone-on-the-prairie-with-the-hutterites.pdf,"Vol. 30, no. 2 (2010)",Review of Nightwatch: An Inquiry into Solitude: Alone on the Prairie with the Hutterites,Peter Hoehnle,Starland Hutterite colony,PDF p. 3; printed p. 122,122,,full text,book review summarizing a former member's memoir,"The review says Robert Rhodes, his wife, and their three children left Starland because of internal spiritual turmoil and concern for their daughters under traditional constraints. The colony gave the family a vehicle and money to begin outside, and the senior minister gave Rhodes what the reviewer calls a unique and likely unprecedented blessing as a Hutterite brother-at-large.","A constructive exit can combine material runway for the whole household with permission to retain a durable, non-governing affiliation rather than requiring relational erasure.","It gives no amounts, terms, timing, eligibility rule, independent verification, experience of the daughters, or later material and relational outcomes, and it does not show that other leavers received the same support.",The reviewer treats the memoir as unusually balanced and the supported departure as evidence that it is not a harsh critique of colony life.,"The support may have been discretionary and exceptional rather than a right, and the blessing may not have preserved practical contact or belonging.","Family decision to leave; colony-provided vehicle and money; senior minister's continuing-affiliation blessing. No adjudication, appeal, or standardized exit protocol is described.",The family began life outside with material help and symbolic continuing affiliation; the review supplies no later follow-up.,"Moderate but promising for household-scale transition support, explicit alumni status, protected contact, and exit assistance that is not conditioned on return.",B,Children's outward door / fair separation / relational continuity,medium,yes,Review-level evidence and apparently exceptional practice; retrieve the memoir before treating it as a replicable policy. DOI: https://doi.org/10.9707/0739-1250.1393
F-100,Track A child negative result,,Volumes 29-30 discovery corpus,Volumes 29-30 (2009-2010),Cumulative targeted search and issue-by-issue discovery scan,Research checkpoint,Communal Societies volumes 29-30,64 PDFs; 30 relevant or contextual close reads,,,full extracted corpus,systematic bounded search result,"Across all 64 PDFs, complete title triage, six-family keyword scoring, five-family process screening, child-danger proximity inspection, and 30 relevant or contextual close reads found children as victims, dependents, students, objects of ordinary adult discipline, pressured spiritual figures, or relatives near adult conflict. No source documented a persistently dangerous child as actor together with allegation, assessment, intervention, review, and later outcome.","The specified dangerous-child evidence pattern is absent from this completed chunk under the recorded search, proximity, exclusion, and close-read procedure.","It does not prove that no such case exists in volumes 31-45, standalone sources, different terminology, unpublished records, book-length sources, or communities outside the journal.",Not applicable.,"Privacy, euphemism, aggregate reporting, and routing into education, medicine, juvenile law, family records, or memoir may hide cases from a communal-history journal.",Not applicable.,Bounded null for volumes 29-30.,High for this chunk; none for the full literature until the remaining journal and standalone sources are processed.,F,Research/school function / dangerous-child branch,high,no,"Child victims, dependents, ordinary discipline, childhood biography, adult conflict near child terms, and review-level speculation were excluded. The cumulative bounded null now covers volumes 1-30."
F-101,Track A tested founder removal versus asset control,M-0759,004-zion-city-a-theocratic-municipality-with-a-coda-on-ave-maria.pdf,"Vol. 31, no. 2 (2011)","Zion City: A Theocratic Municipality, With a Coda on Ave Maria",Holly Folk,Christian Catholic Apostolic Church / Zion City,PDF pp. 5-7; printed pp. 4-6,4-6,,full text,"historical synthesis using church, municipal, dissertation, press, and local-history sources","After the author reports financial mismanagement and rumors of sexual misconduct and proposed polygamy, John Alexander Dowie was deposed and ninety-five percent of church members voted to accept Wilbur Glenn Voliva as General Overseer. All church and Zion Industries assets had nevertheless been held in Dowie's name. Dowie sued over their transfer and the already-troubled businesses entered receivership. Between 1908 and 1911, adherents donated watches and jewelry and mortgaged their homes to finance reacquisition; the church also assumed a million-dollar mortgage. That mortgage remained a burden when the enterprises entered receivership again in 1933.","A founder-removal vote can work as a governance event while failing as an asset-control event. A practical override must automatically reach title, accounts, debt, contracts, and litigation authority without forcing members to repurchase common institutions through personal sacrifice.","It does not prove the sexual rumors, establish every cause of Dowie's removal, show that the referendum was independently administered, quantify individual voluntariness in the asset drive, or show that the old mortgage alone caused the 1933 receivership.",The author treats the removal and institutional reacquisition as evidence of an atypically resilient congregation whose commitment could survive a disgraced founder.,"The donations and mortgages may reflect genuine voluntary solidarity, while creditors, the Great Depression, business conditions, and later leadership decisions—not only founder title—shaped the two receiverships.",Founder deposition; member referendum; founder lawsuit; receivership; member donations and home mortgages; institutional reacquisition with a large mortgage; later receivership.,"The founder lost office and the church recovered most assets, but only after receivership and member-financed reacquisition; inherited debt remained a later vulnerability.","High for pairing every removal clause with entity-owned title, automatic signatory transition, member-visible records, debt limits, litigation control, and a continuity plan that does not depend on emergency member pledges.",B,Founderism / tested override / money and land,high,yes,"Confidence is high in the structural sequence, not in the misconduct rumors. DOI: https://doi.org/10.9707/0739-1250.1358"
F-102,Track A migration of private sanctions into public institutions,M-0759,004-zion-city-a-theocratic-municipality-with-a-coda-on-ave-maria.pdf,"Vol. 31, no. 2 (2011)","Zion City: A Theocratic Municipality, With a Coda on Ave Maria",Holly Folk,Christian Catholic Apostolic Church / Zion City,PDF pp. 7-10; printed pp. 6-9,6-9,,full text,"historical synthesis using municipal codes, dissertations, court and press records, and church sources","Christian Catholic Church members usually voted as a bloc. A contemporary observer saw no routine immediate compulsion but said Voliva's appeals functioned as instructions and his advice as commands, and believed critical disloyalty could bring suspension or expulsion. By 1914 Theocrats controlled the school board, city court, mayoralty, and nearly every local seat; Voliva held no office but selected electoral slates. The city enacted church-derived restrictions on tobacco, medicine, Sunday opening, pork, dress, and other conduct. Independents obtained an injunction against the tobacco ordinance, but Theocratic leaders declined to press the constitutional issue and left the code in place for church members. Later court records showed police arresting and fining outsider motorists for smoking while generally avoiding confrontations with residents.","A community's private sanction system can migrate into municipal law through bloc voting, candidate control, and overlapping personnel. Formal elections, sincere shared belief, nominal noncoercion, and inconsistent enforcement do not by themselves make the resulting power independent; an unlitigated or selectively enforced rule can still discipline members.","It does not show that every vote was coerced, every officeholder lacked independence, every ordinance was unlawful, every member complied from fear, or the selective-enforcement pattern's frequency. It is not a statement of current constitutional law.","The author describes a theocratic municipality in which religious adherents used civic infrastructure to apply church standards beyond the congregation, while noting sincere belief, partial nonenforcement, and some shared norms among opponents.",Many residents may have freely supported the rules as ordinary local moral or health regulation; uneven enforcement and Independent agreement with some goals may indicate negotiated community norms as well as capture.,Bloc voting; leader-selected slates; overlapping church and municipal office; enactment of religious rules as ordinances; outsider challenge and injunction; strategic nonlitigation; selective police enforcement.,Church standards gained public-law reach and remained operative inside the membership even when their enforceability was contested; enforcement differed between outsiders and residents.,"High for prohibiting leader control of public or quasi-public slates, requiring conflict disclosure and recusal, preserving independent courts and schools, auditing member/nonmember enforcement, and testing every external institution for capture rather than assuming public status equals independence.",C,Founderism / non-waivable rights / selecting legal couplings,high,yes,"The finding concerns institutional control and enforcement, not the merits of any one tobacco, health, or Sunday rule. DOI: https://doi.org/10.9707/0739-1250.1358"
F-103,Track A resident continuity and practical counter-power,M-0759,004-zion-city-a-theocratic-municipality-with-a-coda-on-ave-maria.pdf,"Vol. 31, no. 2 (2011)","Zion City: A Theocratic Municipality, With a Coda on Ave Maria",Holly Folk,Christian Catholic Apostolic Church / Zion City,PDF pp. 5-6 and 13-15; printed pp. 4-5 and 12-14,"4-5, 12-14",,full text,"historical synthesis using municipal, church, press, dissertation, and local-history sources","Some Doweites who opposed Voliva could not or did not leave their homes, jobs, and family ties. They left the church, remained in Zion, formed Grace Missionary Church, and joined a loose Independent coalition. In 1934 the Theocratic slate lost the school-board election for the first time in twenty-three years. Voliva retaliated by closing the parochial school to flood the public system with students, then quickly reversed. Residents won Sunday bus service by petition and elected an Independent judge. In 1935 six of seven Theocratic candidates lost and church members voted Voliva out as General Overseer. Leader removal did not erase shared norms: the incoming mayor promised to retain blue laws, voters kept the city dry, and a later purified-film ordinance was used against Voliva's own apocalyptic screenings.","Dissenters who can separate religious membership from residence, livelihood, family, association, and civic voice can become a durable counter-constituency. Petition, elections, parallel congregations, and the ability to withstand and reverse retaliation supplied a practical override; removing the leader did not automatically remove institutionalized norms or prevent old tools from being repurposed.","It does not show that the counter-coalition was always peaceful or inclusive, that elections alone caused Voliva's fall, that every retaliatory act was unlawful, that the new order protected all rights, or that the surviving norms were imposed rather than broadly preferred.",The author argues that the civic form which let the church extend its standards also made its domination vulnerable when demographics and voting blocs changed.,"The Depression, inherited debt, generational change, declining attendance, rival evangelists, and elite defections also weakened Voliva. Continuing blue laws may reflect stable resident preference rather than residual capture.",Internal dissent and congregational split; continued residence; coalition formation; petition; school-board and judicial elections; leader retaliation and reversal; municipal electoral defeat; church vote removing the overseer; later reuse of inherited ordinance power.,"The Theocratic coalition lost municipal and church control without a new mass exodus, while several moral regulations and local sensibilities persisted beyond the leader.","High for separating membership from housing and livelihood, protecting dissenters' continued residence and association, preserving parallel institutions and neutral civic routes, and measuring policy persistence separately from leader replacement.",B,Founderism / protected dissent / forks and continuity,high,yes,The article reports a 1911 riot injuring more than fifty people; the positive mechanism is not the factional conflict but the later lawful counter-power. DOI: https://doi.org/10.9707/0739-1250.1358
F-104,"Track A child custody, external standing, and admission rules",M-0749,010-review-of-the-great-divorce-a-nineteenth-century-mother-s-extraordinary-fight-against-her-husband-the-shakers.pdf,"Vol. 31, no. 1 (2011)","Review of The Great Divorce: A Nineteenth Century Mother's Extraordinary Fight Against Her Husband, the Shakers, and Her Times",Marlyn McGary Klee,United Society of Believers / Shakers; Chapman family,PDF pp. 3-6; printed pp. 96-99,96-99,,full text,book review of a primary-source-based historical narrative,"After Eunice Chapman rejected Shakerism, her husband James took their three children to Watervliet with a Shaker team, wagon, and men. The Shakers protected James's patriarchal custody claim, hid the children, and moved them from New York to New Hampshire while Eunice had virtually no legal standing. Over five years she obtained a private divorce act restoring civil standing, lobbied legislators, published and sold her account, organized public support, recovered her eldest child with threatening townspeople present, and later received the two daughters when the Shakers relinquished them. The review says Mother Lucy Wright subsequently directed that no children be admitted unless both parents joined.","A community cannot treat one adult's claimed authority as sufficient child-admission or relocation authority while hiding the child from another lawful claimant. External standing, public scrutiny, and an admission rule attentive to both parents emerged only after a prolonged custody conflict; modern design requires verified lawful consent and independent child representation before crisis.","It does not resolve every legal maneuver, establish a court custody order, record the children's independent wishes, prove why leaders returned them or changed the rule, show how consistently the rule was applied, or make threatening crowds and unilateral retrieval a safe model. Requiring both parents to join is not a modern rule for cases involving abuse, absence, or altered legal custody.","The reviewer says the Shakers materially supported James despite later calling the matter private and suggests adverse publicity and political turmoil may have made retention institutionally untenable, while noting that no leadership decision record survives.","Shaker leaders may have sincerely understood contemporary paternal custody law to favor James and may have changed course from legal, child-welfare, pragmatic, or reputational motives that the record cannot separate.",Parent-assisted child removal; community concealment and interstate relocation; lobbying and publication; private divorce legislation; public organizing; confrontation and retrieval of one child; voluntary return of two children; subsequent child-admission rule change.,"All three children returned to Eunice; another mother in a similar conflict did not regain hers. The Shakers announced a stricter admission rule, though later accepted orphaned and abandoned children.","High in principle for verifying custody and consent, preserving contact and location records, appointing an independent child advocate, prohibiting concealment across jurisdictions, and preselecting external review; low for the era-specific legislation and crowd confrontation.",C,Children / protected contact / external legal boundary,medium,yes,Review-level evidence; retrieve the book and underlying legal and Shaker records before naming the case as a policy precedent. DOI: https://doi.org/10.9707/0739-1250.1348
F-105,Track A child negative result,,Volume 31 discovery corpus,Volume 31 (2011),Cumulative targeted search and issue-by-issue discovery scan,Research checkpoint,Communal Societies volume 31,31 PDFs; 16 relevant or contextual close reads; 10 child-danger proximity candidates,,,full extracted corpus,systematic bounded search result,"Across all 31 PDFs, complete title triage, six-family keyword scoring, five-family process screening, child-danger proximity inspection, and 16 relevant or contextual close reads found children as massacre victims, dependents in disrupted families, students, recipients of high-risk-youth services, objects of adult custody conflict, relatives near adult sexual-misconduct allegations, childhood subjects, or OCR and metaphor proximity. No source documented a persistently dangerous child as actor together with allegation, assessment, intervention, review, and later outcome.","The specified dangerous-child evidence pattern is absent from volume 31 under the recorded search, proximity, exclusion, and close-read procedure.","It does not prove that no such case exists in volumes 32-45, standalone sources, different terminology, unpublished records, book-length sources, juvenile, educational, medical, or family records, or communities outside the journal.",Not applicable.,"Privacy, euphemism, aggregate reporting, source destruction, and routing into other professional or family systems may hide relevant cases from a communal-history journal.",Not applicable.,Bounded null for volume 31.,High for this completed unit; none for the full literature until the remaining journal and standalone sources are processed.,F,Research/school function / dangerous-child branch,high,no,The cumulative bounded null now covers volumes 1-31. Children harmed or governed by adults and youth-service recipients were excluded from the child-as-dangerous-actor result.
F-106,Track A membership-screening evidence quality,M-0775,005-social-innovations-for-communal-and-ecological-living-lessons-from-sustainability-research-and-observations-in.pdf,"Vol. 32, no. 1 (2012)",Social Innovations for Communal and Ecological Living: Lessons from Sustainability Research and Observations in Intentional Communities,Iris Kunze,"Seven intentional communities in India, the United Kingdom, and Germany",PDF pp. 10-13; printed pp. 47-50,47-50,,full text,"purposive qualitative study using prior research, a 113-community survey, observation, interviews, and documents","The study selected communities that already matched a normative list including self-organization, shared ownership, consensus or decentralized decisions, transparency, more than twenty members, and at least five years of existence. It then reported that all seven observed communities had developed applicant testing and acceptance procedures, often lasting half a year or more, and described probation as insurance for the community.","Long-established communities in this purposive sample used extended mutual-acquaintance and probation procedures; those procedures are therefore plausible practices to test, not evidence that duration itself detects bad faith or danger.","The design does not estimate false positives or false negatives, compare accepted and rejected applicants, track harmful conduct, isolate probation from other features, or show that probation caused survival. Selecting on preferred organization and prior persistence prevents a causal effectiveness claim.",The author presents the observed procedures as successful community-management tools and argues that established communities became more selective as applicant demand and infrastructure needs changed.,"Stable communities may have had the capacity to sustain longer admissions processes, while selection and survivorship explain part of the apparent association; probation may also filter difference or need rather than dangerous conduct.",Theory-derived selection criteria; purposive community selection; restudies and short participant-observation visits; interviews; description of applicant probation.,"The sampled communities had survived at least five years and used the reported procedures, but the study supplies no applicant-level safety or later-conduct outcome.","High as a research-design warning and moderate as a candidate admission practice; any modern protocol needs conduct-specific validation, comparable records, and outcome review.",D,From visitor to member / safety proxies / research-method note,high,no,Do not cite this study as validation that six months of exposure identifies con artists. DOI: https://doi.org/10.9707/0739-1250.1316
F-107,Track A concentrated financial custody and non-pursuit,M-0776,006-a-visit-to-the-shaker-village-of-white-water-in-1881.pdf,"Vol. 32, no. 1 (2012)",A Visit to the Shaker Village of White Water in 1881,Thomas Sakmyster,White Water Shaker community,PDF pp. 8-9 and 20; printed pp. 63-64 and 75,"63-64, 75",,full text,"scholarly framing of an 1881 visitor account, compared with an 1829 elder's letter",Judge A. G. W. Carter recalled that a charismatic preacher who also controlled village funds allegedly stole a large amount and fled with a Shaker woman around 1829. White Water residents remembered the episode in 1881 but supplied a likely incorrect name; a sister elder said the community did not pursue him because of its principle of nonresistance. An 1829 elder's letter independently called the likely preacher corrupt and dishonest but did not record theft.,"The source preserves a report in which preaching authority and financial custody were concentrated and a non-pursuit norm left alleged wrongdoing without documented recovery or public accountability. Nonviolence and nonretaliation still require evidence preservation, reporting, restitution, and role separation.","It does not prove the theft or sexual allegation, establish the offender's identity, state the amount, reconstruct the accounts, show whether leaders took any unrecorded protective action, or demonstrate what pursuit would have recovered.","Sakmyster identifies Nathan Burlingame as the likely preacher and says Carter's account implies possible embezzlement and licentious conduct, while noting the contemporary letter does not state the specific allegations.","Fifty-year memory, folklore, politeness, and a mistaken name may have altered the account; non-pursuit may have reflected limited jurisdiction or recovery prospects as well as doctrine.",Suspicions outside the community; departure; retrospective community acknowledgment; reported decision not to pursue.,"The visitor said the preacher was not heard from again; the article identifies no investigation, accounting, restitution, or later remedy.","High in principle for dual authorization, timely accounts, preserved records, protected external reporting, and restitution without vengeance; low for treating the historical allegation as adjudicated fact.",C,Money and land / nonviolent accountability / selecting legal couplings,low,yes,"Verify the identity, funds, departure, and any Shaker response before naming the alleged theft. DOI: https://doi.org/10.9707/0739-1250.1317"
F-108,"Track B asset lock, mission drift, and false-positive longevity",M-0787,004-charitable-trusts-and-longevity-in-new-zealand-s-intentional-communities.pdf,"Vol. 32, no. 2 (2012)",Charitable Trusts and Longevity in New Zealand's Intentional Communities,Olive Jones,"Renaissance, Riverside, Tui, and Wilderland communities",PDF pp. 20-24; printed pp. 116-120,116-120,,full text,"comparative doctoral research using current and former resident interviews, documents, and thirty-five years of participant experience","Charitable trusts kept four community properties collectively owned in perpetuity and prevented private gain from sale. At Renaissance, most founders and the productive core left, collective enterprise largely faded, buildings and land deteriorated, and around forty residents remained; the trust structure nevertheless made sale, subdivision, privatization, or closure exceptionally difficult. The study also reports that some long-term residents across the communities lacked the capital or outside earning capacity needed to relocate.","A protective asset lock can preserve land while decoupling legal survival from mission performance, community health, and usable exit. Perpetuity therefore needs scheduled purpose review, renewal or recharter rules, independent assessment, and a humane dissolution or succession path.","It does not show that trust ownership alone caused every social or maintenance problem, that every resident wanted to leave, that dissolution was preferable, or that perpetual ownership cannot enable a later revival.",Jones treats the trust as a central cause of unusual longevity and a double-edged structure that can protect collective land while immobilizing a dysfunctional or purpose-depleted community.,"The same lock prevented factional privatization, retained affordable housing, and preserved land for a future resident group; continuing occupancy may reflect preference and social value as well as constraint.","Founder departures; continued trust ownership and occupancy; limited maintenance funding; no sale, subdivision, or closure.","The land remained collective and occupied, but Renaissance's legal continuity coexisted with weak collective life, neglected assets, and mission drift.","High for treating survival and success separately and for pairing asset protection with mission metrics, periodic independent review, exit liquidity, and a defined sunset, recharter, or successor process.",B,Why communities fail / plan the funeral / money and land,high,yes,"Verify current deed terms, board practice, resident views, and property conditions before making present-tense claims. DOI: https://doi.org/10.9707/0739-1250.1328"
F-109,"Track A nominal override without duty, trigger, or recusal",M-0787,004-charitable-trusts-and-longevity-in-new-zealand-s-intentional-communities.pdf,"Vol. 32, no. 2 (2012)",Charitable Trusts and Longevity in New Zealand's Intentional Communities,Olive Jones,Renaissance Community Trust,PDF p. 10; printed p. 106,106,,full text,comparative doctoral research plus founder and former-trustee participant knowledge,"Jones reports that former residents repeatedly asked the Renaissance trustees to intervene, particularly in matters involving violence and illegal activities, but the trustees were unable or unwilling to act. She attributes the paralysis to an ambiguous deed that omitted operational duties, inability to reach a united decision, resident trustees' conflicts of interest, and an original ideology that limited trustees to holding land rather than directing community affairs. The trustees formally retained ultimate power to sell and close, but agreement and charitable-destination rules made that step unlikely.","An override body is not a safety mechanism merely because it holds ultimate legal power. It needs an affirmative duty, conduct-based trigger, decision rule, recusal standard, interim protection authority, evidence channel, and route to independent or public response.","The article does not specify the alleged incidents, identify actors, adjudicate whether violence or illegality occurred, document each appeal, show what intervention was legally available, or report later safety outcomes.","Jones argues that deed ambiguity, nonintervention ideology, internal conflict, and trustee-beneficiary conflicts made the trust incapable of responding when the resident group departed from the trust's purposes.","Trustee restraint may have protected resident self-government and avoided overreach; criminal or civil authorities, rather than land trustees, may have held responsibility for some alleged conduct, but the article does not document those routes.",Former-resident appeals to trustees; trustee indecision and nonintervention; continued community operation.,"No trust intervention or independent review is documented, and the community continued under the same basic ownership arrangement.","High for writing operational duties and escalation routes into the governing instrument before crisis, including mandatory external reporting where law or immediate safety requires it.",C,Fair separation / tested override / selecting legal couplings,medium,yes,"Treat violence and illegal-activity references as unadjudicated reports until board records, incident records, and other perspectives are retrieved. DOI: https://doi.org/10.9707/0739-1250.1328"
F-110,Track B title transfer without appointment-power transfer,M-0787,004-charitable-trusts-and-longevity-in-new-zealand-s-intentional-communities.pdf,"Vol. 32, no. 2 (2012)",Charitable Trusts and Longevity in New Zealand's Intentional Communities,Olive Jones,Wilderland Community Trust,PDF pp. 19-20; printed pp. 115-116,115-116,,full text,"comparative doctoral research using interviews, founder writings, records, and long-term observation","Dan and Edith Hansen transferred Wilderland's land to a charitable trust but the deed made them trustees for life and gave them power to elect or re-elect the other resident trustees, whose terms lasted three years. Jones reports unequal authority, insecurity, cliques, and high turnover. After the founders' deaths, their daughter's High Court effort to dismantle the community and return control to the family failed; a new board then began a management and building-compliance plan.","Transferring title out of a founder's name does not transfer practical control when the founder retains lifetime appointment and reappointment power. An anti-capture design must map trustee selection, term limits, removal, succession, resident voice, and control after death as well as the deed holder.","It does not prove that every appointment was manipulated, that founder control alone caused turnover or weak buildings, that a different election system would have prevented conflict, or that the post-founder plan succeeded.","Jones treats the retained appointment power as continuing founder control that intensified insecurity, while also crediting the trust's ownership with preserving Wilderland after the founders died.",Lifetime founder trusteeship may have been intended to preserve purpose and continuity; the failed family challenge suggests that the asset lock ultimately resisted hereditary reclamation.,Trust transfer with reserved appointment powers; trustee and non-trustee conflict; founder deaths; family court challenge; new-board planning and code negotiations.,"The family did not regain the property, founder appointment control ended after death, and a successor board began formal management and compliance work.","High for testing whether formal title separation also changes appointment, removal, succession, information, and operational authority.",B,Founderism / tested override / money and land,high,yes,"Inspect the trust deed, High Court record, board minutes, and later outcomes before presenting this as a current governance model. DOI: https://doi.org/10.9707/0739-1250.1328"
F-111,Track A child negative result,,Volume 32 discovery corpus,Volume 32 (2012),Cumulative targeted search and issue-by-issue discovery scan,Research checkpoint,Communal Societies volume 32,27 PDFs; 19 relevant or contextual close reads; 9 child-danger proximity candidates,,,full extracted corpus,systematic bounded search result,"Across all 27 PDFs, complete title triage, six-family keyword scoring, five-family process screening, child-danger proximity inspection, and 19 relevant or contextual close reads found children as students, dependents, residents, custody or raid subjects, disability-service recipients, victims of adult sexual abuse or alleged castration, and childhood biographical subjects. No source documented a persistently dangerous child as actor together with allegation, assessment, intervention, review, and later outcome.","The specified dangerous-child evidence pattern is absent from volume 32 under the recorded search, proximity, exclusion, and close-read procedure.","It does not prove that no such case exists in volumes 33-45, standalone sources, different terminology, unpublished records, book-length sources, juvenile, educational, medical, or family records, or communities outside the journal.",Not applicable.,"Privacy, euphemism, aggregate reporting, source destruction, and routing into professional, family, juvenile, or disability systems may hide relevant cases from a communal-history journal.",Not applicable.,Bounded null for volume 32.,High for this completed unit; none for the full literature until the remaining journal and standalone sources are processed.,F,Research/school function / dangerous-child branch,high,no,The cumulative bounded null now covers volumes 1-32. Children harmed or governed by adults and youth-service recipients were excluded from the child-as-dangerous-actor result.
F-112,Track A exit dependency and dissent leverage,M-0803,006-the-life-and-legacy-of-count-leon-the-man-who-cleft-the-harmonie.pdf,"Vol. 33, no. 1 (2013)",The Life and Legacy of Count Leon: The Man Who Cleft the Harmonie,Eileen Aiken English,Harmony Society and New Philadelphia seceders,"PDF pp. 27, 32-33; printed pp. 70, 75-76","70, 75-76",,full text,"archival historical reconstruction using society records, petitions, correspondence, depositions, and press material","The article says a large dissident bloc depended on Georg and Friedrich Rapp, lacked skills needed to survive outside, had surrendered earnings and inheritances into accounts controlled by Friedrich, and was unlikely to leave individually. A Rapp document listed petition signers by family beside notes on vulnerabilities such as poverty, parents remaining, or a spouse obligated to the Society; the author says it appears to have been used to pressure reconsideration. After a failed leadership challenge, Count Leon's party financed legal representation and offered a new communal project; 176 adults with 75 children seceded together.","Material and family dependency can inhibit individual exit, while an opposition with no protected internal channel may become reliant on an outside charismatic sponsor whose interests, promises, and competence have not been independently tested.","It does not prove that the vulnerability list was actually used coercively, that every dissident lacked agency or outside capacity, that Leon caused the underlying conflict, or that reliance on any outside sponsor is necessarily exploitative.","English presents Leon as a catalyst who converted longstanding Harmonist discontent into a schism through material assistance, charismatic authority, and promises of a different communal life.",The dissidents had substantial grievances and could regard Leon's resources as enabling collective bargaining and a usable exit rather than as manipulation; family-linked notes may have been informational rather than retaliatory.,Private discontent; prohibited contacts; dissident council and petition; failed attempt to replace leadership; counter-agreement and vulnerability file; outside-funded legal negotiation; collective secession and installment settlement.,"A group of 176 adults and 75 children seceded. Their New Philadelphia Society later faced debt, food and medical shortages, disputed payments, and conflict before dissolving in 1833.","High for independent pre-exit advice, protected organizing, an exit reserve, portable skills, protected family contact, anti-retaliation rules, and neutral separation support; low for assigning motive to the historical actors without the underlying records.",C,Fair separation / outward door / membership and exit,medium,yes,"Distinct from F-078, which covers settlement mechanics and escalation after secession. Verify the vulnerability document's use and the dependency claims in the underlying records. DOI: https://doi.org/10.9707/0739-1250.1281"
F-113,Track A protected internal dissent and editorial asymmetry,M-0802,005-let-down-your-buckets-declension-and-the-debate-on-shaker-marginality.pdf,"Vol. 33, no. 1 (2013)","""Let Down Your Buckets"": Declension and the Debate on Shaker Marginality",Wendy Wood Davis,United Society of Believers (Shakers),PDF pp. 22-27; printed pp. 39-44,39-44,,full text,"historical analysis using Central Ministry journals and circulars, letters, speeches, and the official Shaker periodical","During the long conservative-progressive conflict, the official Shaker monthly became a shared forum. The Central Ministry defended individual freedom to express different views and said diversity helped clarify error; it pre-screened submissions and rejected some material as too controversial but refused to silence Frederick Evans. The progressive faction nevertheless dominated early issues and Evans served as editor from 1873 to 1875, while many conservatives were reluctant to engage publicly. The dispute nearly ended the publication and continued in its pages until publication ceased in 1899.","A protected common forum can keep a major institutional dispute visible and inside a shared organization, but permission to speak is not equal voice when content approval, editorial appointments, submission volume, and willingness to publish are uneven.","It does not show that the periodical prevented a schism, caused institutional survival, distributed attention fairly, improved member safety, or applied content review neutrally between factions.","Davis concludes that neither faction won, but the debate helped participating Shakers find more modern and socially relevant voices while inherited bonds remained intact.","Ministry tolerance may itself have been the decisive safeguard, while progressive dominance may have reflected greater participation and editorial skill rather than formal exclusion; shared doctrine may have sustained unity more than the publication did.",Official journal; open factional submissions; ministerial pre-publication review; editorial changes; complaints; a ministry circular defending diversity; continued publication and debate.,"The factions continued to argue without a formal split described in the article; the journal continued until 1899, while membership declined and neither program achieved its full aims.","High for a protected internal dissent forum with transparent editorial allocation, viewpoint-neutral rules, minority access, appeal, and records; moderate for assuming that one common publication can carry every grievance.",C,Founderism / protected dissent / internal research and publication,high,no,The source documents both pluralism and asymmetry; do not flatten it into a simple success story. DOI: https://doi.org/10.9707/0739-1250.1280
